,Date,Description,Target
3591,2020-03-19,"U.S. life insurers are trying to curb their own risks to coronavirus by imposing waiting periods for applicants who have traveled to regions with widespread outbreaks, industry experts said.",x
3592,2020-03-19,"Horlis Ramirez packed shoes with silk bags into boxes in his empty store in London's West End shopping district, voicing fears that coronavirus could deal a fatal blow to his business.",x
3593,2020-03-19,"North American aluminum recyclers and producers are using import tariffs to boost revenue at the expense of local beer and beverage firms, even though most of the metal used in their cans is not subject to the levy, industry data seen by Reuters show.",x
3594,2020-03-19,"Restrictions imposed by some European Union countries at their borders with other member states in response to the coronavirus outbreak are disrupting food supplies, representatives of the industry and farmers said on Thursday.",x
3595,2020-03-19,The prime minister in the Netherlands has offered reassurances amid the global coronavirus outbreak: telling citizens on Thursday there is no shortage of toilet paper.,x
3596,2020-03-19,"ECB President Christine Lagarde overruled objections from Germany and the Netherlands to adopt a historic ""no-limits"" commitment to shore up the region's economy in the face of the coronavirus meltdown, three sources told Reuters.",x
3597,2020-03-19,"Croatia registered its first death of a person infected with the coronavirus, the state public health institute said on the official government web page for the crisis.",x
3598,2020-03-19,"The German military is making preparations to help with efforts to tackle the coronavirus crisis should other civil servant organisations become overwhelmed with the outbreak, Defence Minister Annegret Kramp-Karrenbauer said on Thursday.",x
3599,2020-03-19,"American Airlines Group Inc  has secured a new year-long $1 billion credit line, taking its available liquidity to $8.4 billion, a regulatory filing showed on Thursday.",x
3600,2020-03-19,"Three people employed by the U.S. diplomatic mission in Geneva have contracted coronavirus, but are in ""good condition"", a spokesperson told Reuters on Thursday, declining to give specifics.",x
3601,2020-03-19,Air France said on Thursday that it was working closely with the French government to help repatriate French and European nationals abroad who might be stranded as a result of transport link closures prompted by the coronavirus.,x
3602,2020-03-19,"From airlines and cruise lines to retailers and energy companies, investors are fleeing large pockets of the corporate credit market, worried that the coronavirus pandemic will lead to bankruptcies, defaults and credit rating downgrades.",x
3603,2020-03-19,"The British government has no plans to bring in blanket travel restrictions for London or to close down the capital's transport system, Prime Minister Boris Johnson's spokesman said on Thursday.",x
3604,2020-03-19,"London-based banks plan to keep trading floors open even in the event of a formal lockdown of the British capital, betting that their frontline staff will be treated by authorities as ""key workers"".",x
3605,2020-03-19,"China is set to unleash trillions of yuan of fiscal stimulus to revive an economy expected to shrink for the first time in four decades amid the coronavirus pandemic, while a planned growth target is likely to be cut, according to four policy sources.",x
3606,2020-03-19,"Turkey has sent 500,000 coronavirus test kits to the United States upon their request, Health Minister Fahrettin Koca said on Thursday.",x
3607,2020-03-19,"Governments must urgently consider providing aid to airlines in the Middle East to help them cope with a liquidity crisis due the coronavirus outbreak, the International Air Transport Association (IATA) said on Thursday.",x
3608,2020-03-19,"Dubai has received commitments from a group of 10 banks for $9 billion in loans to take full control of port operator DP World  and refinance debt of state investment vehicle Dubai World, two sources told Reuters.",x
3609,2020-03-19,"Some app developers say Alphabet Inc's  Google is increasingly pressing them to embed code in their own products that will deepen Google's access to data on consumers, giving the company a leg up on rivals.",x
3610,2020-03-19,"Dutch health authorities have begun a major project testing blood donation samples to see how many people in the Netherlands may have already had the new coronavirus, often with symptoms so mild they hardly noticed.",x
3611,2020-03-19,"The airline industry may not survive without state aid if the coronavirus pandemic lasts a long time, Lufthansa  warned on Thursday, predicting it would emerge into a ""different world"" after the crisis.",x
3612,2020-03-19,"India's biggest airline IndiGo has cut the salaries of most employees by between 5% and 20% in response to the coronavirus outbreak, which has paralyzed air travel and dented its revenues, an internal memo seen by Reuters said.",x
3613,2020-03-19,(This March 18 story has been refiled to correct extraneous words in first paragraph),x
3614,2020-03-19,"China's Xiaomi had resumed operations for over 80% of its supply chain as of Thursday in the wake of the country's coronavirus outbreak, the company's president said.",x
3615,2020-03-19,Automakers are halting production at plants across Europe as they grapple with a coronavirus and diving demand.,x
3616,2020-03-19,"In July 2018, oilfield service executive Dale Redman took out a loan to buy the Whitehead Ranch - a 20,000-acre cattle and hunting property in central Texas, featuring two luxury homes, livestock barns, and meadows stocked with deer and turkey.",x
3617,2020-03-19,"Deutsche Bank slashed its forecast for Germany's economy on the coronavirus fallout, saying it now expected the euro zone's largest economy to contract between 4-5% in 2020 while industrial production could shrink by 10%.",x
3618,2020-03-19,Oil and gas companies aim to cut spending as the impact of the new coronavirus on demand and a push by Saudi Arabia and Russia to ramp up output have hammered oil markets.,x
3619,2020-03-19,Qantas Airways Ltd  said on Thursday it will halt all international flights from late March until at least the end of May and is putting two-thirds of its workforce on leave after Australia told citizens not to travel overseas due to the coronavirus.,x
3620,2020-03-19,"Chilean President Sebastian Pinera on Wednesday declared a 90-day state of catastrophe as cases of the new coronavirus mounted in the nation, giving the government extraordinary powers to restrict freedom of movement and assure food supply and basic services.",x
3621,2020-03-19,"Countries across the world must take a comprehensive approach to fighting the pandemic of COVID-19 disease caused by the new coronavirus and isolate, test and trace as many cases as possible, the World Health Organization said on Wednesday.",x
3622,2020-03-19,Emirates is asking pilots and cabin crew to take unpaid leave and rival Qatar Airways laid off about 200 staff in Doha this week as the coronavirus outbreak hammers demand for travel.,x
3623,2020-03-19,General Motors Co  and Ford Motor Co  said on Wednesday they were in talks with White House officials about how they could support production of medical equipment like ventilators that may be needed to combat the coronavirus outbreak.,x
3624,2020-03-19,"General Motors Co  and Mercedes Benz will furlough all employees in Brazil later this month, the companies said on Wednesday, suggesting that production in South America's main auto center will be heavily impacted by the coronavirus outbreak.",x
3625,2020-03-19,"As worries over the economic hit from the coronavirus outbreak spread from stocks, oil and bonds to cryptocurrencies late last week, bitcoin crashed to its worst day in seven years. But plummeting prices weren't the only problem for investors.",x
3626,2020-03-19,"Shares of SoftBank Group Corp  closed down 17% on Thursday in their biggest one-day fall, hammered by investor scepticism over the outlook for tech bets, such as office sharing firm WeWork and ridehailer Uber .",x
3627,2020-03-18,"The New York Stock Exchange (NYSE) will temporarily close its trading floors and move fully to electronic trading from Monday, its owner Intercontinental Exchange Inc said after an  employee and a trader were tested positive for the coronavirus.",x
3628,2020-03-18,"Another day of massive swings across asset prices was marked by scant liquidity as investors dashed for cash while systematic strategies triggered automated selling amid rising volatility, market participants said.",x
3629,2020-03-18,"Brazil has upheld proposals by Boeing Co  to buy the jetmaking arm of Embraer , but plunging markets have raised urgent questions over the fate of the $4.2 billion deal as aviation reels from the coronavirus crisis.",x
3630,2020-03-18,BlackRock Inc executives who set the asset manager's influential proxy votes on Tuesday outlined tougher priorities tied to climate change and executive pay for the upcoming corporate annual meeting season taking place amid the coronavirus pandemic.,x
3631,2020-03-18,"Tesla Inc has agreed to reduce the number of active workers at its California vehicle factory, but remains in talks about other measures to comply with a regional lockdown to curb the spread of coronavirus, a county spokesman said on Wednesday.",x
3632,2020-03-18,"The Detroit Three automakers will shut down their U.S. plants to stop the spread of coronavirus, bowing to pressure from the union representing about 150,000 hourly workers at those facilities, industry officials said.",x
3633,2020-03-18,"U.S. stocks deepened their selloff on Wednesday and the Dow erased virtually the last of its gains since President Donald Trump's 2017 inauguration, as the widening repercussions of the coronavirus pandemic threatened to cripple economic activity.",x
3634,2020-03-18,"As Wall Street extended its deep sell-off on Wednesday over fears about the coronavirus, the Dow Jones Industrial Average effectively erased the last of the once sizeable gains it made under U.S. President Donald Trump.",x
3635,2020-03-18,Nissan Motor Co  said Wednesday it will temporarily suspend production at its U.S. manufacturing to boost containment efforts around the COVID-19 coronavirus.,x
3636,2020-03-18,Air Canada said on Wednesday it would gradually suspend the majority of its international and U.S. trans-borderflights by March 31 in response to the coronavirus crisis.,x
3637,2020-03-18,"Mitsubishi UFJ Financial Group (MUFG)  sold off its $85 million loan to Glencore's Wiggins Island Coal Export Terminal (WICET) in Australia to a hedge fund on Wednesday at about 52 cents on the dollar, two sources said.",x
3638,2020-03-18,"German fashion house Hugo Boss  on Wednesday scrapped the outlook it gave for 2020 results less than two weeks ago and took action to protect its cash balance, suspending store renovations and new openings and limiting the inflow of stock.",x
3639,2020-03-18,"The Trump administration on Wednesday asked Congress to approve $500 billion in cash payments to taxpayers in two rounds that would start April 6 and $50 billion in secured loans to U.S. airlines to address the financial impact of the coronavirus, according to a document seen by Reuters.",x
3640,2020-03-18,"Tesla Inc  is preparing to reduce staffing by about 75% at its lone U.S. assembly plant after initially resisting an order from the local sheriff, Bloomberg News reported on Wednesday, citing a county spokesman.",x
3641,2020-03-18,U.S. hotel operator Marriott International Inc  said on Wednesday it was withdrawing its 2020 financial outlook as cancellations mount due to the coronavirus outbreak.,x
3642,2020-03-18,"Global equities tumbled further on Wednesday, with bond and gold prices also sliding in an unusual tandem, as markets grappled with the scale of government programs aimed at softening the economic shockwave from the coronavirus.",x
3643,2020-03-18,"Shares in U.S. airlines fell sharply on Wednesday after Washington proposed a rescue package of $50 billion in loans, but no grants as the industry had requested, to help address the financial impact from the deepening coronavirus crisis.",x
3644,2020-03-18,"Jeweler Pandora A/S  said on Wednesday it has temporarily closed all its physical owned- and operated-stores in Italy, Spain, France, Germany and the United States, among other places, in line with government guidelines amidst the coronavirus outbreak.",x
3645,2020-03-18,"Royal Dutch Shell Plc  will temporarily suspend construction activities on a multi-billion dollar ethane cracker being constructed along the Ohio River in Beaver County, Pennsylvania, amid concerns about coronavirus spreading, the company said in a statement late Wednesday.",x
3646,2020-03-18,"Oil prices plunged on Wednesday, with U.S. crude futures hitting an 18-year low, as governments worldwide accelerated lockdowns to counter the coronavirus pandemic.",x
3647,2020-03-18,Oil and gas companies around the world aim to slash spending as crude prices have plunged due to the impact of the coronavirus and a push by Saudi Arabia and Russia to ramp up output. [O/R],x
3648,2020-03-18,"Simon Property Group Inc , America's biggest mall operator, said on Wednesday it would temporarily close all its retail properties, including the Forum Shops at Caesars Palace in Las Vegas, to tackle the fast-spreading coronavirus.",x
3649,2020-03-18,"Britain faces a ""massive shortage"" of ventilators that will be needed to treat critically ill patients suffering from coronavirus, after it failed to invest enough in intensive care equipment, a leading ventilator manufacturer said on Wednesday.",x
3650,2020-03-18,"U.S. regulators are considering giving banks additional regulatory points for lending to mid- to low-income Americans hurt by the coronavirus, as they seek to mitigate the economic impact of the pandemic, an official within a banking agency told Reuters.",x
3651,2020-03-18,"Borrowing costs in the United States, euro zone, Britain and Japan surged on Wednesday after two days in which governments across the globe announced trillions of dollars of spending to support locked-down economies frozen by the coronavirus.",x
3652,2020-03-18,"Sharp Corp has filed a patent infringement lawsuit against the Japanese unit of Tesla Inc, seeking an injunction to halt imports of some electric vehicles (EV) to Japan, a source familiar with the matter said on Wednesday.",x
3653,2020-03-18,"Boeing Co on Tuesday called for a $60 billion lifeline for the struggling U.S. aerospace manufacturing industry, which faces huge losses from the coronavirus pandemic.",x
3654,2020-03-18,"Brazil's antitrust watchdog on Wednesday dismissed allegations against a proposed takeover by Boeing Co  of Embraer SA's  commercial plane division, maintaining its approval of the deal.",x
3655,2020-03-18,"Delta Air Lines  said on Wednesday it was parking more than 600 jets, cutting corporate pay by as much as 50%, and scaling back its flying by more than 70% until demand begins to recover from the coronavirus epidemic hit.",x
3656,2020-03-18,German carmaker Audi AG  said on Wednesday that it will suspend production at its plant in Mexico's Puebla state from March 23 through April 13 as the coronavirus hits global supply chains.,x
3657,2020-03-18,"Textron Aviation, a unit of Textron Inc , announced furloughs for most of its U.S.-based workforce on Wednesday as concerns over depressed demand due to the spreading coronavirus ripples through global aviation.",x
3658,2020-03-18,"S&P 500 companies'  earnings are expected to decline in the first quarter from the year-earlier period, reversing a forecast for profit gains, according to IBES data from Refinitiv, as companies face the toll from the coronavirus outbreak.",x
3659,2020-03-18,"Several hundred Amazon workers protested in France on Wednesday, calling on the online retailer to cease operations or make it easier for employees not wanting to work during the coronavirus outbreak to stay away.",x
3660,2020-03-18,"Zara owner Inditex, whose polka dot dress was a high-street sensation in 2019, may soon be stitching hospital scrubs, helping its home country Spain fight the coronavirus epidemic, the company said on Wednesday.",x
3661,2020-03-18,"British American Tobacco , the world's No.2 tobacco maker, said on Wednesday the coronavirus outbreak has not had any material impact on it as consumers continue to make purchases even in harder hit countries.",x
3662,2020-03-18,Automakers are halting production at plants across Europe as they grapple with coronavirus and diving demand.,x
3663,2020-03-18,"The French government will consult with its Dutch counterpart before making any decision over support for Air France, the French subsidiary of Air France-KLM , Finance Minister Bruno Le Maire said on Wednesday.",x
3664,2020-03-18,"Australia and Taiwan joined governments offering financial aid to airlines, while authorities in Europe rushed on Wednesday to agree steps to rescue carriers which have had to park planes and cut jobs as the coronavirus puts the brake on travel.",x
3665,2020-03-18,"U.S. package delivery company FedEx Corp  suspended its 2020 profit outlook on Tuesday, citing the ""significant impact"" of the coronavirus, and said it would cut costs due to the uncertainty wrought by the pandemic.",x
3666,2020-03-18,Southwest Airlines Co  said Wednesday it is canceling more than 50 flights after the Federal Aviation Administration (FAA) extended the shutdown of the air traffic control tower at Chicago Midway International Airport following reported coronavirus cases.,x
3667,2020-03-18,"Thyssenkrupp , a major supplier to the automotive industry, on Wednesday said it was considering shortened working hours as carmarkers reduce or suspend production due to the coronavirus crisis.",x
3668,2020-03-18,"Goldman Sachs  said it has instructed most of its staff in the Americas, Europe, the Middle East and Africa to work from home from Wednesday until further notice, according to an internal notice the bank posted on its website late on Tuesday.",x
3669,2020-03-18,The European Union on Wednesday emphasized its desire to negotiate an end to a longstanding dispute with the United States over aircraft subsidies even as Washington raised duties on Airbus  aircraft by 50%.,x
3670,2020-03-18,"French carmakers PSA  and Renault  are entitled to benefit from all measures put in place to fight the economic impact of the coronavirus outbreak, France's Finance Ministry told Reuters on Wednesday.",x
3671,2020-03-18,"As Brazil's stock market hit record highs in January, Economy Minister Paulo Guedes said the country could raise up to 150 billion reais ($30 billion) with sales of state-owned companies through share offerings, mergers and acquisitions.",x
3672,2020-03-18,AT&T Inc  said Wednesday it will close 40% of its U.S-company owned retail stores nationwide as a result of the coronavirus outbreak.,x
3673,2020-03-18,"The carnage in stock markets is getting uglier by the day. Should you ""buy"", ""sell"" or ""hold"" on tight?",x
3674,2020-03-18,"U.S. homebuilding fell less than expected in February as a plunge in the construction of multi-family housing units was blunted by a surge in single-family projects, suggesting some strength in the housing sector before the coronavirus pandemic severely disrupted economic activity.",x
3675,2020-03-18,The Belgian government held talks with representatives from the country's airline and travel industries on Wednesday as they seek state support to help with their fight for survival in the face of the coronavirus pandemic.,x
3676,2020-03-18,"The British government is paving the way for a multi-billion pound bailout of airlines by lifting a cap on level of financial support it can provide, the Times newspaper reported on Wednesday.",x
3677,2020-03-18,"As shops shut their doors across Europe and the United States, in China the sharp drop in new coronavirus cases has encouraged consumers to venture back into malls and restaurants - for the most part quite gingerly but occasionally in throngs.",x
3678,2020-03-18,"Apple Inc  launched an updated version of its MacBook Air on Wednesday, modifying keyboards on its laptop line that have faced criticism for typing-related problems.",x
3679,2020-03-18,"Honda Motor Co  said Wednesday it is temporarily halting production in North America for six days because of the anticipated decline in auto sales due to the coronavirus outbreak and will reduce production by about 40,000 vehicles.",x
3680,2020-03-18,"JPMorgan Chase & Co  said on Wednesday that it committed $50 million to funds and community groups that are providing food, support and medical supplies for people hurt by the coronavirus in the United States, Europe and Asia.",x
3681,2020-03-18,"One of Noel Quinn's first jobs as chief executive of HSBC  will be to review the radical revamp he unveiled last month as interim boss, a senior source at the bank said.",x
3682,2020-03-18,"Ryanair expects to ground most if not all of its flights from March 24 except a very small number mostly between Britain and Ireland to maintain essential connectivity, the airline said on Wednesday.",x
3683,2020-03-18,"Danish toymaker Lego said on Wednesday it would close all of its stores, except for those in China, until at least March 27 due to the spread of coronavirus.",x
3684,2020-03-18,"Fiat Chrysler  has again halted its Atessa plant in Italy due to disruptions in parts supply linked to the coronavirus outbreak, after it was reopened on Tuesday, a union representative said on Wednesday.",x
3685,2020-03-18,"Nissan Motor Co  said on Wednesday it would stop producing vehicles in Indonesia, consolidating its global production in the face of falling sales which have pummeled its profitability.",x
3686,2020-03-18,"IKEA, the world's biggest furniture brand, is temporarily closing more stores as the coronavirus spreads, including all 50 in its second-biggest market the United States.",x
3687,2020-03-18,"Cash-strapped Chinese electric vehicle (EV) maker Nio Inc  said on Wednesday there was substantial doubt in its ability to continue as a going concern, sending its shares down 12% in premarket U.S. trading.",x
3688,2020-03-18,Rolls-Royce motor cars said it would suspend production at its British plant for two weeks to ensure the health of its employees.,x
3689,2020-03-18,"EasyJet  launched an early sale on cut-price winter 2020-21 flights, even as the airline industry heads into a deepening coronavirus crisis that threatens to ground most of the British low-cost carrier's planes.",x
3690,2020-03-18,"Israel's biggest bank, Hapoalim,  said on Wednesday it expects to pay $870 million to settle a U.S. tax evasion investigation.",x
3691,2020-03-18,Japanese automakers on Wednesday said they would temporarily close more vehicle plants in Europe and Asia as the spread of the coronavirus prompts countries to instruct non-essential businesses to suspend operations.,x
3692,2020-03-18,"The impact of the current turmoil related to the coronavirus is more likely to affect Deutsche Bank  later this year rather than in the first quarter, an executive said on Wednesday.",x
3693,2020-03-18,"The chairman of the Portuguese unit of Spain's largest bank, Santander, Antonio Vieira Monteiro, died from the coronavirus on Wednesday, the second victim of the disease in Portugal, a source familiar with the matter told Reuters.",x
3694,2020-03-18,"The oil products markets globally are caught between a rock and a hard place as the impact of ultra cheap oil, which should be a boon for refiners, is mitigated by record low prices for gasoline and jet fuel.",x
3695,2020-03-18,"Germany's HDE retail association called on Wednesday for the government to give immediate state aid and tax relief to stop businesses going bust as stores closed to stem the spread of the coronavirus, losing 7 billion euros ($7.70 billion) per week.",x
3696,2020-03-18,"Swiss bank UBS  has seen relatively low losses in its lending portfolio and feels comfortable with its liquidity despite market drops amidst the coronavirus pandemic, Chief Financial Officer Kirt Gardner said on Wednesday.",x
3697,2020-03-18,"French unions are urging Airbus  to keep its French factories closed beyond March 23, when it plans to resume production after a four-day shutdown, raising questions over the knock-on impact on plants elsewhere in Europe.",x
3698,2020-03-18,Shares in Japan's Fujifilm Holdings Corp  surged 15% on Wednesday after a Chinese official said an active ingredient of the company's Avigan anti-flu drug appeared to help coronavirus patients recover.,x
3699,2020-03-18,"Barclays  is 'very very unlikely' to meet its goal of a 10% return on equity this year given the impact on its business of the coronavirus pandemic, its Chief Financial Officer Tushar Morzaria said on Tuesday.",x
3700,2020-03-18,"Global airlines are fast running out of cash after cutting capacity by 90% or even grounding entire fleets due to the broad travel restrictions to contain the spread of the coronavirus, calling into question the survival of several firms.",x
3701,2020-03-18,"SoftBank Group Corp  shares fell as much as 11.6% on Wednesday, with its market capitalization dipping below the value of its domestic telco, as uncertainty grows over its management of a portfolio of unproven startups.",x
3702,2020-03-18,"Tesla Inc  cannot continue to operate its main U.S. vehicle plant normally as its San Francisco Bay Area home began a three-week lockdown on Tuesday to slow the spread of coronavirus, a county sheriff's office spokesman said.",x
3703,2020-03-17,"HSBC Holdings PLC  has appointed Noel Quinn as chief executive officer, handing the insider and interim boss the reins of Europe's biggest bank and ending months of speculation an external candidate could get the role.",x
3704,2020-03-17,U.S. airlines are seeking to quickly reduce their workforces through early retirement packages or unpaid leave of up to 12 months with medical benefits in an effort to cut costs as the rapid spread of the coronavirus keeps people from flying.,x
3705,2020-03-17,"The Detroit Three automakers and United Auto Workers agreed on Tuesday to curtail production at U.S. factories and limit the number of workers on the job at one time to prevent the spread of the coronavirus among roughly 150,000 factory employees.",x
3706,2020-03-17,"United Airlines  on Tuesday announced a 60% schedule reduction in April, citing the impact of the coronavirus pandemic on travel demand.",x
3707,2020-03-17,A U.S. banking regulator proposed a set of standards Tuesday for how it would consider special charters to allow non-banks to accept deposits and engage in other limited banking activities.,x
3708,2020-03-17,"The World Bank on Tuesday said it had increased to $14 billion the amount of fast-track financing available to members to respond to the global coronavirus pandemic, adding $2 billion to an initial package announced on March 3.",x
3709,2020-03-17,"Latin American airlines need prompt government aid or many of them could go out of business as the global coronavirus outbreak forces widespread flight cancellations, the chief of regional airline association ALTA said on Tuesday.",x
3710,2020-03-17,"Exxon Mobil Corp  paid a big premium to raise $8.5 billion in new debt on Tuesday, as a rout in energy prices and stock market jitters fueled by the coronavirus outbreak eroded investor confidence in the largest U.S. oil producer.",x
3711,2020-03-17,"SoftBank Group Corp  is considering pulling out of a $3 billion bid to buy additional shares in WeWork, because it feels the office-space sharing firm has not met the conditions for the deal, people familiar with the matter said on Tuesday.",x
3712,2020-03-17,"Credit Suisse sharply lowered its forecast for Mexico's economic performance this year and now expects a 4.0% contraction, according to a note sent to the bank's clients on Tuesday, adding to a series of downgrades since the coronavirus spread.",x
3713,2020-03-17,"Tesla Inc  cannot operate its main U.S. vehicle factory normally as the San Francisco Bay Area has begun a three-week lockdown to rein in the spread of coronavirus, a spokesman for the county's sheriff's office said on Tuesday.",x
3714,2020-03-17,"Amazon.com Inc  will only receive vital supplies at its U.S. and UK and other European warehouses until April 5, its latest move to free up inventory space for medical and household goods in high demand as a result of the coronavirus outbreak.",x
3715,2020-03-17,"H&M  is temporarily closing all its 460 stores in Germany, its number one market for sales, and all 590 in its second largest market the United States, due to the coronavirus outbreak.",x
3716,2020-03-17,"British supermarket group Sainsbury's  is to restrict customer purchases to combat panic buying, close its in-store cafes and counters and beef-up online services to get it through the coronavirus crisis, it said on Wednesday.",x
3717,2020-03-17,German sportswear maker Adidas  on Tuesday joined rivals in announcing store closures in response to the coronavirus pandemic.,x
3718,2020-03-17,"Luxury jeweler Tiffany & Co  said on Tuesday it would temporarily close several stores, including its Fifth Avenue flagship store in New York, and reduce working hours at other outlets, in an effort to contain the spread of the novel coronavirus.",x
3719,2020-03-17,"Delta Air Lines  has received over 4,500 requests from flight attendants for voluntary unpaid leave in April, according to a March 14 paper seen by Reuters.",x
3720,2020-03-17,"The U.S. Federal Reserve moved Tuesday to ensure the flow of credit to U.S. companies, banks and even local governments amid a nationwide scramble for ways to blunt the economic fallout from the coronavirus crisis.",x
3721,2020-03-17,"Federal Reserve officials are deliberating over next steps in their response to the fallout from the coronavirus epidemic, with some urging a broad debate about how the central bank might help small and medium-sized businesses, policymakers said on Tuesday.",x
3722,2020-03-17,"The S&P 500 rose 6% on Tuesday, clawing back a significant portion of Monday's steep losses, as the Federal Reserve and the White House took further steps to boost liquidity and stem damage from the coronavirus outbreak that has gripped the global economy.",x
3723,2020-03-17,"Gold, the dollar and global equity markets rose on Tuesday after the Federal Reserve said it would buy short-term corporate debt directly from companies to help relieve credit markets under strain from the economic impact of the coronavirus epidemic.",x
3724,2020-03-17,"Than U.S. President Donald Trump's administration pushed lawmakers to send money directly to Americans to counter the economic toll of the coronavirus outbreak, as the Senate weighed a multibillion-dollar emergency bill passed by the House of Representatives.",x
3725,2020-03-17,Miners shuttered or wound down operations in Peru on Tuesday and were girding for extended supply chain disruptions in neighboring Chile as governments tightened restrictions to try to slow the spread of the coronavirus in the resource-rich region.,x
3726,2020-03-17,"U.S. House Speaker Nancy Pelosi told the CEOs of U.S. airlines on Tuesday that Democrats agree on the need for ""big immediate action"" to boost the sagging U.S. aviation industry but have not reached agreement on what a bailout would look like.",x
3727,2020-03-17,"The U.S. Federal Reserve moved again late on Tuesday to broaden the flow of credit in response to the coronavirus epidemic, saying it would offer short-term loans to the two dozen Wall Street primary dealers who are important conduits for the sale of a broad range of bonds and other financial assets.",x
3728,2020-03-17,Virgin Australia Holdings Ltd  said on Wednesday it would suspend all international flying from March 30 to June 14 and cut its domestic capacity in half because of government travel restrictions and lower demand because of the coronavirus.,x
3729,2020-03-17,"As the coronavirus outbreak and global growth worries cause global stock markets to sink, stock exchanges are tweaking trading rules to protect their markets from intense volatility and speculative trading.",x
3730,2020-03-17,"Impossible Foods is discussing a new credit line worth several hundred million dollars with its lenders, as the plant-based meat company braces for the economic fallout of the coronavirus outbreak, people familiar with the matter said on Tuesday.",x
3731,2020-03-17,Airlines demanded urgent tax relief to avoid multiple bankruptcies as coronavirus disruption continued its spread across the global industry on Tuesday.,x
3732,2020-03-17,U.S. Treasury Secretary Steven Mnuchin's suggestion on Tuesday that the country's stock exchanges might shorten their trading hours did not go over well with investors reeling from Wall Street's recent plunge sparked by growing fears about the coronavirus.,x
3733,2020-03-17,"Shutting down the U.S. stock market would be ""exactly the wrong thing to do"" by depriving businesses and investors of capital just when they need it most, a U.S. Chamber of Commerce official said on Tuesday, adding that the group also opposes any ban on short selling.",x
3734,2020-03-17,Crude oil prices settled below $30 a barrel on Tuesday as the coronavirus pandemic slowed economic growth and oil demand while Saudi Arabia and Russia kept up their battle for market share.,x
3735,2020-03-17,"Kansas City Federal Reserve President Esther George said on Tuesday that the regional Fed bank continues to carry on with its key functions, and is ready to extend credit when needed through the U.S. central bank's emergency lending window.",x
3736,2020-03-17,"Target Corp  said on Tuesday it would reduce store hours for cleaning and restocking, as more consumers shop at its outlets for essentials amid the coronavirus outbreak.",x
3737,2020-03-17,"Philadelphia Federal Reserve Bank President Patrick Harker said on Tuesday the global economy is reeling from the shock caused by the coronavirus, and that central bankers need to do what they can to stimulate the economy and keep markets functioning.",x
3738,2020-03-17,"McDonald's Corp  and Starbucks Corp  have decided to close dine-in areas at many U.S. stores and shifted to take-away and delivery services, even as major cities ordered restaurants and bars closed to stop spread of the coronavirus.",x
3739,2020-03-17,"Speculative stocks that stand to benefit from social distancing during the coronavirus pandemic soared on Tuesday, lifted by a broad rebound market following Wall Street's worst day in three decades.",x
3740,2020-03-17,"Department store operators Macy's Inc  and Hudson's Bay decided on Tuesday to temporarily close all its stores in the United States due to the coronavirus pandemic, but said their e-commerce sites would continue to operate.",x
3741,2020-03-17,Struggling Norwegian Air  needs government support similar to that which SAS  received from the Danish and Swedish governments if it is to protect jobs in Norway as demand is strangled by the coronavirus outbreak.,x
3742,2020-03-17,"In the United States and many other countries, the government guarantees a certain amount of each customer's deposits in the event of a bank failure, to protect both consumers and the broader financial system.",x
3743,2020-03-17,"Most companies in Britain don't have insurance cover for closures caused by the coronavirus outbreak, the Association of British Insurers said on Tuesday.",x
3744,2020-03-17,The Bank of England and Britain's finance ministry launched a scheme on Tuesday to purchase debt known as commercial paper issued by companies hit by the coronavirus.,x
3745,2020-03-17,"Boeing and other U.S. aviation companies are seeking billions of dollars in aid as they battle to survive a plunge in demand caused by the coronavirus pandemic, while Airbus is pausing production at two sites to bolster health and safety measures.",x
3746,2020-03-17,Airlines across the globe are feeling the pain as travel demand withers because of the coronavirus outbreak. Several have scrapped flights and ditched financial forecasts.,x
3747,2020-03-17,Brazilian airline Gol  said in a statement on Tuesday that it is suspending all international flights from March 23 to June 30.,x
3748,2020-03-17,Airbus  announced plans to halt operations at its plants in France and Spain for four days as the coronavirus crisis spread from battered airlines to the manufacturing sector.,x
3749,2020-03-17,"Luxury jeweler Tiffany & Co  said on Tuesday it would temporarily close several stores, including its Fifth Avenue flagship store in New York, and reduce working hours at other outlets, in an effort to contain the spread of coronavirus.",x
3750,2020-03-17,"Wells Fargo & Co  said on Tuesday it is implementing work-from-home policies for most of its employees who don't interact with customers and can effectively work remotely, in response to the quickly-spreading coronavirus outbreak.",x
3751,2020-03-17,Boeing Co  shares tumbled as much as 22% to a more-than-six-year low on Tuesday following a rating downgrade that reflected its worsening cash flow due to the extended grounding of its 737 MAX jet and the blow from the coronavirus pandemic.,x
3752,2020-03-17,U.S. President Donald Trump said the government would provide financial assistance to Boeing Co  as the entire aviation sector faces economic turmoil over the coronavirus pandemic.,x
3753,2020-03-17,"Some European telecoms operators reported connectivity problems on Tuesday as millions of people logged on for work at home due to the coronavirus pandemic, driving up data traffic by as much as 30% and testing networks.",x
3754,2020-03-17,Britain's biggest automaker Jaguar Land Rover  plans to keep making vehicles at its domestic factories until at least the end of the week despite the impact from coronavirus which has shut many other car plants.,x
3755,2020-03-17,The United Auto Workers said Tuesday it had asked Detroit's Big Three workers to shutdown all U.S. plants for two weeks in the wake of the coronavirus outbreak.,x
