,Description,Target
1534,"The U.S. House of Representatives overwhelmingly approved a $484 billion coronavirus relief bill on Thursday, funding small businesses and hospitals and pushing the total spending response to the crisis to an unprecedented near $3 trillion.",positive
1535,"Facebook Inc has removed ""pseudoscience"" as an option for advertisers that want to target audiences, a category available until this week even as the world's largest social media network vowed to curb misinformation about the COVID-19 pandemic.",neutral
1536,"A preliminary survey of New York state residents found that nearly 14% of those tested had antibodies against the novel coronavirus, suggesting that some 2.7 million may already have been infected, Governor Andrew Cuomo said on Thursday.",neutral
1537,"U.S. coronavirus deaths topped 49,000 on Thursday as the number of lives lost in April rises by an average of 2,000 a day, according to a Reuters tally.",negative
1538,"The U.S. Centers for Disease Control and Prevention (CDC) on Thursday reported 828,441 cases of the novel coronavirus, an increase of 25,858 from its previous count, and said the number of deaths had risen by 1,804 to 46,379.",negative
1539,"L Brands Inc  filed a legal complaint against Sycamore Partners on Thursday, after the buyout firm walked away from a $525 million deal to acquire a majority stake in the company's Victoria's Secret lingerie brand.",negative
1540,"Treasury Secretary Steven Mnuchin said he is considering a government lending program for U.S. oil companies looking for federal aid as they cope with a devastating plunge in prices, Bloomberg News reported on Thursday.",neutral
1541,"Boeing Co  is planning to cut 787 Dreamliner output by about half and announce job cuts in its first-quarter earnings report, Bloomberg news reported https://www.bloomberg.com/news/articles/2020-04-23/boeing-poised-to-cut-dreamliner-output-jobs-on-plunging-demand on Thursday.",negative
1542,"U.S. companies on Thursday began refusing government loans they were just awarded, after the Treasury Department said that publicly traded firms would have a hard time proving they really needed the coronavirus relief funds.",neutral
1543,"Hertz Global Holdings Inc  is working with debt restructuring advisers to explore options for shoring up its finances after the coronavirus pandemic killed demand for car rentals, people familiar with the matter said on Thursday.",negative
1544,"The S&P 500 ended marginally lower on Thursday after a report that an experimental antiviral drug for the coronavirus flopped in its first randomized clinical trial, denting optimism that the pandemic's impact on the labor market was nearing an end.",negative
1545,"Argentina plans to issue a decree setting a higher local oil barrel price to protect the domestic industry from being further decimated by a collapse in global prices and slumping fuel demand due to the coronavirus pandemic, two industry sources told Reuters on Thursday.",neutral
1546,"Ruth's Hospitality Group Inc, owner of the Ruth's Chris Steak House chain of restaurants, on Thursday said it would quickly repay $20 million of federal rescue loans it received to help maintain payroll through the coronavirus crisis, a program aimed at small businesses.",neutral
1547,The U.S. House of Representatives on Thursday passed a $484 billion bill to expand federal loans to small businesses impacted by the coronavirus outbreak and hospitals overwhelmed by patients suffering from COVID-19.,positive
1548,"The head of the United Auto Workers union on Thursday said it was ""too soon and too risky"" to reopen auto plants and Michigan's economy in early May, citing insufficient scientific data and coronavirus testing to assure workplaces are safe.",negative
1549,"The Federal Reserve said on Thursday it will ""shortly"" announce new rules to expand access to a small business lending program beyond banks, so that a broader set of institutions can participate.",neutral
1550,"There is ""substantial doubt"" about Avianca Holdings'  ability to stay in business due to the coronavirus crisis, the Colombian airline reported on Thursday, citing the conclusion of its financial auditors.",negative
1551,Most major stock markets edged up slightly in mixed markets on Thursday as investors weighed a rebound in oil prices and prospects for further government stimulus against stark economic data showing the toll of the coronavirus pandemic.,positive
1552,"A Tyson Foods Inc  unit said on Thursday it will temporarily halt production at a beef facility in Pasco, Washington, adding to the meat processing plant the company has had to shutter as it tests workers for COVID-19.",negative
1553,"Oil soared on Thursday, extending its rebound after major oil-producing nations said they would accelerate planned production cuts to combat the dramatic slump in demand due to the COVID-19 pandemic.",positive
1554,Toyota Motor Corp  said on Thursday it expects to gradually resume North American production starting May 4 and will impose significant new safety procedures after it halted operations in March because of the coronavirus pandemic.,positive
1555,Gap Inc  warned on Thursday it may not survive the next 12 months intact and would need to borrow more funds in the face of widespread coronavirus shutdowns that have crippled the business of clothing retailers globally.,negative
1556,General Motors Co on Thursday won preliminary U.S. court approval of a $120 million settlement with owners who said defective ignition switches caused their vehicles to lose value.,positive
1557,"A stunning 26.5 million Americans have sought unemployment benefits since mid-March, confirming that all the jobs gained during the longest employment boom in U.S. history have been wiped out as the novel coronavirus savages the economy.",negative
1558,President Donald Trump's plan to fill the U.S. emergency crude oil stockpile has become the centerpiece of his administration's strategy to shield drillers from a meltdown in energy demand - but company officials and industry groups say the program has been too slow and won't be enough to save them.,neutral
1559,"U.S. shale producers, refiners and pipeline companies are scrambling for cash and face likely restructuring as they struggle under heavy debt loads while engulfed in the worst crisis the oil industry has faced.",negative
1560,"The Italian government will take full control of Alitalia [CAITLA.UL] in June, Industry Minister Stefano Patuanelli said on Thursday, adding the airline would have gone bust due to the coronavirus crisis otherwise.",positive
1561,"Apple Inc  plans to sell Mac computers with its own main processors by next year based on the chip designs currently used in its iPhones and iPads, Bloomberg reported on Thursday.",neutral
1562,"Lufthansa  aims to finalise a state aid rescue package worth up to 10 billion euros ($10.8 billion) next week after the coronavirus crisis forced it to ground almost all of its planes, people close to the matter said.",positive
1563,"Blackstone Group Inc , the world's largest manager of alternative assets such as private equity and real estate, reported a 4% rise in first-quarter distributable earnings on Thursday, driven by a surge in management fees, even as its funds took a hit in the coronavirus-induced downturn.",positive
1564,Sales of new U.S. single-family homes dropped by the most in more than 6-1/2 years in March and further declines are likely as the novel coronavirus outbreak batters the economy and throws millions of Americans out of work.,negative
1565,"Ma Xinli has shut four of his clothing stores and expects to close another three by mid-June. Unsold winter stock is now hard to sell, there's no money to buy summer clothing, and rent and staff salaries still need paying.",negative
1566,South African Airways (SAA) faces a wind-down or liquidation after specialists appointed to try to save the state-owned airline said on Thursday they had run out of funds.,negative
1567,"Eli Lilly and Co  raised the top-end of its 2020 profit forecast on Thursday and reported better-than-expected quarterly results, as customers stocking up medicines such as diabetes drug Trulicity during the coronavirus pandemic boosted sales.",positive
1568,"Lufthansa , which has grounded almost all its aircraft due to the coronavirus pandemic, said its operating loss increased to 1.2 billion euros ($1.3 billion) during the first three months of the year and the loss would be considerably higher in the current quarter.",negative
1569,"In just a week, Russia has to find ways to cut a fifth of its oil output under a deal to tackle the market glut and is looking at all options, including putting wells on repair and maintenance to abandoning them entirely and even burning oil, four oil industry sources said.",negative
1570,"Domino's Pizza Inc  on Thursday pulled its long-term forecast and said international comparable sales fell 3.2% in the first three weeks of the current quarter as stores remain shut due to the coronavirus pandemic, sending its shares down about 5%.",negative
1571,Ziad Abdallah has watched with growing alarm as Lebanon's financial meltdown has threatened the savings he spent 25 years building up in his dollar account.,negative
1572,Hershey Co  pulled its 2020 forecast on Thursday and warned of weak sales in certain categories as households worried about their financial futures cut spending on snacks and chocolates.,negative
1573,"Air France-KLM  Chief Executive Ben Smith said on Thursday he had given up his 2020 bonus, after a Dutch minister urged executive pay restraint in return for the billions of euros in government aid sought by the airline group.",neutral
1574,"Oklahoma's energy regulator said on Wednesday that oil producers could close wells without losing their leases, the first victory for struggling U.S. companies seeking relief from states after the market crash.",positive
1575,"The combined wealth of America's billionaires, including Amazon.com  Inc founder Jeff Bezos and Tesla Inc  chief Elon Musk, increased nearly 10% during the ongoing COVID-19 pandemic, according to a report published by the Institute for Policy Studies (IPS).",neutral
1576,"Target Corp  said on Thursday rising costs from trying to meet the fast-changing needs of consumers during the coronavirus crisis were set to hurt its first-quarter profit and margins, even as it recorded robust online sales during March and April.",negative
1577,"Martin Bouygues, the boss of family-run French conglomerate Bouygues , said on Thursday that he and his brother Olivier will cut their total compensation by 25% in 2020 in the context of the current COVID-19 pandemic.",neutral
1578,The chair of the House Judiciary Committee's antitrust panel on Thursday called for a moratorium on mergers in the next coronavirus stimulus package and a ban on deals that are not directly related to companies about to fail.,neutral
1579,"Ryanair  must indicate the full price of the ticket when it displays offers on its website, the European Union's top court said on Thursday, although the low cost carrier said it was already doing so.",neutral
1580,"U.S. business activity plumbed new record lows in April as the novel coronavirus severely disrupted manufacturing and services industry production, pushing the economy into uncharted waters.",negative
1581,"Jaguar Land Rover (JLR)  will restart some production in Europe from May 18, including at one of its three British car plants and its factory in Slovakia, where the new Defender vehicle is being made.",positive
1582,"Air France-KLM  Chief Executive Ben Smith will give up his 2020 bonus, the airline group said on Thursday as it negotiates financial aid from the French and Dutch governments.",neutral
1583,"U.S. air fares are approaching a 40% decline and still falling while ticket pricing in Europe and Asia is bottoming out, according to data (https://nam02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fskytra.airbus.com%2Fpresses%2Fcovid-19-impact-on-global-air-travel-23-april&data=02%7C01%7Claurence.frost%40thomsonreuters.com%7C055642bce03940d42daa08d7e7506926%7C62ccb8646a1a4b5d8e1c397dec1a8258%7C0%7C0%7C637232205851692896&sdata=4pmLAkgTrbI3eIrGBJs3MLzdd02jRr%2B1OGrap3AfKM",negative
1584,"Hundreds of members of the U.S. House of Representatives will gather in Washington on Thursday to pass a $484 billion coronavirus relief bill, bringing the unprecedented total of funds approved for the crisis to nearly $3 trillion.",positive
1585,"Middle Eastern and African governments are failing to take the action required to protect their airlines from the economic crisis caused by the new coronavirus pandemic, the International Air Transport Association (IATA) said on Thursday.",negative
1586,German car and truck maker Daimler  reported a plunge of nearly 70% in first-quarter operating profit on Thursday due to the coronavirus pandemic and warned that the cash flow it uses to pay dividends would fall this year.,negative
1587,South Korea's Hyundai Motor Co  said on Thursday it expects only a modest recovery in Chinese auto demand and weak sales elsewhere this year after the coronavirus pandemic caused first-quarter vehicle sales to tumble 18%.,negative
1588,"Often rowdy and confrontational, this year's bank shareholder meetings have so far been brief and uneventful as the annual gatherings move online amid U.S. coronavirus lockdowns.",neutral
1589,"Chinese electric vehicle maker BYD  said on Thursday it has partnered with Toyota-owned truck maker Hino Motors  to develop electric commercial vehicles, as BYD deepens electric collaboration with Japan's top automaker.",neutral
1590,"African airlines could lose $6 billion in passenger revenue in 2020, the International Air Transport Association said on Thursday, as flight restrictions due to the novel coronavirus hit the sector on the continent.",negative
1591,"As Toyota  prepares to nearly halve production at  Japanese factories, a regional governor said on Thursday he would offer 400 billion yen ($3.72 billion) in emergency loans for small and mid-size companies including Toyota's suppliers.",positive
1592,"German sportswear firm Adidas  plans a multi-billion euro bond so that it no longer needs the state-backed loan it agreed to take earlier this month to help it get through the coronavirus crisis, Manager Magazine reported on Thursday.",neutral
1593,"Renault  is in talks with the French government to secure a state-backed loan worth several billion euros by mid-May to shore up its liquidity during the coronavirus pandemic, the French carmaker said on Thursday.",positive
1594,"Angie Bullman plans to reopen her suburban Atlanta hair salon on Friday after closing a month ago to comply with state orders. She and her co-owner husband, also a stylist, are already fully booked for the weekend.",positive
1595,Comcast Corp's NBCUniversal said on Thursday it aims to help retailers that have been forced to shut down amid the pandemic through new ecommerce tools that will let people buy products directly from NBC's content.,positive
1596,"UniCredit  has appointed Jana Hecker, formerly at Deutsche Bank, as its global head of equity capital markets (ECM), Italy's biggest bank said on Thursday.",neutral
1597,"Fiat Chrysler (FCA)  aims to restart van production at its Atessa joint venture plant in central Italy at 70% of the normal rate, a union representative told Reuters on Thursday.",positive
1598,"Italian digital services company Triboo  said on Thursday it had started selling antibody tests for Covid-19 produced by China's SOBC Outdo Biotech, as Italy draws closer to easing the lockdown measures imposed to tackle the coronavirus outbreak.",positive
1599,French spirits maker Pernod Ricard  said on Thursday it was suspending a share buyback of up to 500 million euros ($541 million) and keeping a tight grip on costs in response to the coronavirus epidemic that cut third-quarter sales by 14.5%.,negative
1600,"SoftBank Group Corp  founder Masayoshi Son's dream of a global tech empire is unravelling, with the coronavirus crisis compounding losses at his $100 billion Vision Fund and distress at his big bets portending more pain.",negative
1601,"Sweden's AB Volvo  on Thursday warned of stalling truck orders and a challenging adjustment to a ""new normal"" of feebler demand after reporting a smaller-than-expected fall in quarterly operating earnings helped by service sales.",negative
1602,"Volkswagen AG  is making masks in China for distribution to Volkswagen plant employees in Europe, the German automaker said on Thursday as it prepares to restart European production.",neutral
1603,"Credit Suisse  has bulked up on provisions for expected credit losses and cautioned over uncertainty during the coronavirus outbreak, even as it posted a 75% rise in first-quarter net profit on Thursday, far outpacing expectations.",neutral
1604,"The dollar slipped against the currencies of oil-producing states on Thursday, giving up earlier gains as a bounce in crude prices gave succour to markets shaken by the massive coronavirus-induced drop in demand.",negative
1605,"Aston Martin  said on Thursday it plans to restart its St Athan factory in south Wales on May 5 and will also resume operations at Gaydon later, after the coronavirus-led shutdowns forced the luxury car maker to suspend production at both sites.",positive
1606,The United Auto Workers (UAW) said late Wednesday discussions are still underway with Detroit's Big Three automakers to safely restart U.S. production halted by the coronavirus pandemic.,neutral
1607,"South Korean automaker Kia Motors  plans to suspend operations at two of its domestic factories from April 27 to May 10 and again between May 22 to 25, a union official said on Thursday.",negative
1608,"The United States wants to curb its reliance on China for specialized minerals used to make weapons and high-tech equipment, but it faces a Catch-22.",neutral
1609,"The U.S. government is planning to fund domestic rare earths projects in an attempt to reduce its reliance on China, the global leader of the specialized sector.",neutral
1610,U.S. Treasury Secretary Steven Mnuchin warned on Wednesday that companies that received coronavirus rescue money intended for small businesses could be investigated if it appears they did not really need the money.,neutral
1611,Apple Inc is planning to fix a flaw that a security firm said may have left more than half a billion iPhones vulnerable to hackers.,neutral
1612,"Nissan Motor Co , Renault SA  and Mitsubishi Motors Corp  will draft plans for a deeper alliance next month, including joint development of more electric vehicles (EVs) and self-driving technology, the Yomiuri daily reported.",neutral
1613,"Saudi Arabia is exploring re-routing millions of barrels of oil onboard tankers sailing to the United States if President Donald Trump decides to block imports of crude from the kingdom, shipping and trade sources say.",neutral
1614,"Xilinx Inc  on Wednesday forecast first-quarter revenue below estimates and refrained from providing an annual outlook, citing the uncertainty caused by the coronavirus outbreak.    The pandemic has ripped through the semiconductor industry, with lockdown orders interrupting operations and supply chains, even though many plants were eventually allowed to remain open.    Xilinx shares, which closed 5% higher on Wednesday, shed most of those gains in extended trading.",negative
1615,"The Chinese economy will slowly recover from its first quarterly contraction since current records began, economists predicted in a Reuters poll, but they warned of a likely recession if conditions worsen again from the global coronavirus pandemic.",neutral
1616,"The U.S. House of Representatives expects to pass a nearly $500 billion coronavirus relief bill on Thursday but will put off any decision on changing its voting rules during the pandemic, avoiding a potential partisan fight.",positive
1617,"The Silicon Valley venture capital firm known for its early backing of companies such as Uber Technologies Inc is raising a new fund, but without one of its most prominent general partners, a source close to the firm said on Wednesday.",neutral
1618,"Two lessors to Indian carrier SpiceJet Ltd  are in talks to terminate contracts and repossess planes via mutually agreed deals with the airline over missed payments, according to two sources directly involved in the discussions.",negative
1619,"Delta Air Lines Inc  on Wednesday said it intended to raise $3 billion in debt by offering senior secured notes and entering into a new credit facility, in a bid to combat the slowdown in air travel demand induced by the coronavirus crisis.",neutral
1620,"Las Vegas Sands Corp  on Wednesday posted a first-quarter loss as the coronavirus kept consumers at bay, but the casino operator struck an optimistic note as pent-up demand for gambling pointed to a speedy recovery in Asia.",negative
1621,"Marathon Petroleum Corp , the largest U.S. oil refiner, warned on Wednesday of a first-quarter loss on a roughly $7.8 billion write-down from a sharp fall in fuel demand.",negative
1622,"U.S. pipeline operator Kinder Morgan Inc  on Wednesday reported a smaller-than-expected quarterly profit and cut its adjusted core earnings forecast for the year, following a coronavirus-induced decline in fuel demand and a crash in crude prices.",negative
1623,"An increasing number of U.S. companies are selling bonds to repay lines of credit they drew down at the height of the coronavirus-induced market turmoil, an indication that the cash crunch facing much of Corporate America may be easing, according to Bank of America analysts.",positive
1624,"Buyout firm Sycamore Partners disclosed on Wednesday it had walked away from a $525 million deal to acquire a majority stake in Victoria's Secret, after the lingerie brand shut down stores and furloughed staff in response to the coronavirus outbreak.",negative
1625,U.S. railroad operator CSX Corp  on Wednesday withdrew its financial forecasts and said it was evaluating future spending as business shutdowns triggered by the COVID-19 pandemic weigh on the U.S. economy.,negative
1626,"The head of Boeing's 737 program has been tapped to oversee the planemaker's commercial programs as the company works to win approval to return the 737 MAX to service, which has been grounded for 13 months.",neutral
1627,Boeing Co  was sued for $336 million on Wednesday by a Kuwaiti leasing company that accused it of wrongly refusing to return advance payments on a now-canceled order for 40 of its troubled 737 MAX planes.,negative
1628,"Oil services company TechnipFMC  said on Wednesday it would slash the salaries of executives and retainers paid to company directors by 30%, after cutting its dividend by 75% in search of savings to cushion the impact of the novel coronavirus outbreak.",negative
1629,"International air passenger traffic could drop by as many as 1.2 billion travelers, or two-thirds, by September 2020, as the coronavirus pandemic weighs on demand, the United Nations aviation agency said on Wednesday in a statement, citing projections.",negative
1630,"The European Commission will next month present a set of rules for the safe reopening of air travel when coronavirus lockdowns end, including social distancing in airports and planes, while some U.S. airlines are taking their own protective measures.",positive
1631,"A jump in the price of oil and the promise of more government stimulus to ease the economic pain inflicted by the coronavirus pandemic helped global equity markets surge on Wednesday, prompting investors to edge out of perceived safe-haven assets like U.S. Treasuries.",positive
1632,Wall Street surged on Wednesday as oil prices recovered and Congress looked on course to approve nearly $500 billion more in aid to help small businesses ride out the coronavirus crisis.,positive
1633,"Chevron Corp  has been banned from drilling or transporting oil in Venezuela and its assets there are ""mothballed"" as the Trump administration cracks down on money going to the government of socialist President Nicolas Maduro, a senior U.S. official said on Wednesday.",negative
1634,"Facebook  is set to spend $5.7 billion to buy a 9.99% stake in Reliance Industries'  digital arm, as it looks to roll out services for India's grocers and small businesses by capitalizing on WhatsApp's extensive reach in the country.",neutral
1635,"New streaming service Quibi, which offers entertainment and news in episodes of 10 minutes or less on mobile phones, has been downloaded more than 2.7 million times since its April 6 debut, founder Jeffrey Katzenberg told Reuters on Wednesday.",positive
1636,"Auto retail sales in the United States are beginning to recover from a massive slump in March due to the outbreak of the coronavirus and nationwide stay-at-home orders, according to analysts at research firm J.D. Power on Wednesday.",positive
1637,"Google's cloud-based game streaming service, Stadia, has witnessed a surge in users after the tech giant gifted two months of free access to its premium version for gamers sheltering at home to curb the spread of the coronavirus.",positive
1638,The head of the U.S. securities regulator on Wednesday warned investors against putting money into Chinese companies as they rebalance their portfolios following market turmoil due to ongoing problems with those companies' disclosures.,neutral
1639,"Rogers Communications Inc pulled its 2020 forecast and reported a lower-than-expected profit on Wednesday, as widespread cancellation of sports events hammered ad sales and demand for new routers took a hit due to the lockdowns.",negative
1640,"U.S. brokers should not be forced to sign an agreement that could make them liable for breaches of a massive new industry trading database that they have no control over, a leading financial industry trade group told regulators on Wednesday.",neutral
1641,"Some blood tests being marketed to tell people if they have had the new coronavirus are a ""disaster"", Roche  Chief Executive Severin Schwan said on Wednesday as he prepares to launch the drugmaker's own antibody test next month.",negative
1642,"Brent crude oil rebounded from two days of losses and U.S. futures surged on Wednesday, bolstered by tentative talk of additional supply cuts from OPEC producers and U.S. inventory builds that were less dire than some expected.",positive
1643,"The recent liquidity crisis in the $17 trillion U.S. Treasury market has exposed structural problems that are unlikely to be fixed any time soon, which could lead to new bouts of volatility and make it more costly for the U.S. government to sell bonds.",negative
1644,"White House economic adviser Larry Kudlow on Wednesday said the Trump administration would try to fairly distribute the next round of aid for small businesses hurt by the coronavirus outbreak, saying demand for the first round of funding was ""overwhelming.""",neutral
1645,"As the U.S. quarterly earnings season picks up steam this week, investors are getting a glimpse of how companies are weathering the coronavirus outbreak, including the strength of their balance sheets.",neutral
1646,"The oil price collapse that took U.S. crude prices sub-zero for the first time in history may turn out to be a silver lining for the world economy, possibly offering a springboard for recovery when coronavirus lockdowns finally end.",neutral
1647,"Netflix Inc  said on Wednesday it plans to raise about $1 billion in debt to beef up original content, a day after the streaming pioneer doubled its own projections for new customers as stuck-at-home users binged on movies and shows.",positive
1648,"Kraft Heinz  will extend for two weeks a $100 per week stipend for factory workers producing its packaged foods during the COVID-19 pandemic, the company said on Wednesday.",neutral
1649,"Air France-KLM  is moving towards a 10 billion euro  ($10.9 billion) government-backed rescue deal, sources said, after France agreed to higher guarantees on loans designed to tide the airline group through the coronavirus crisis.",positive
1650,"The founder of Continental Resources Inc , an ally of U.S. President Donald Trump, is pressing the U.S. commodity markets regulator and the exchange to probe whether market manipulation or system failure was behind this week's unprecedented plunge in U.S. crude futures.",neutral
1651,Security experts at Alphabet Inc's  Google have identified more than a dozen government-backed hacking groups using the COVID-19 pandemic as cover for phishing and malware attempts.,neutral
1652,"Fox Corp  Chairman Rupert Murdoch and Chief Executive Officer Lachlan Murdoch will forgo their salaries in response to the coronavirus crisis, according to an internal memo sent to employees on Wednesday.",neutral
1653,"Whether or not OPEC+ oil producers formally agree to extra oil output curbs, rapidly filling storage capacity and plummeting demand due to the coronavirus crisis may force them to cut more.",negative
1654,"Oil traders are struggling to find enough ships, railcars, caverns and pipelines to store fuel as more conventional storage facilities fill up amid abundant supply and plummeting demand due to the coronavirus crisis.",negative
1655,"Iran will not suffer as much as other countries from the oil price plunge as it is less reliant on crude exports, its president said on Wednesday, with the state budget depending far less than before on oil revenue due to U.S. sanctions.",positive
1656,"Oil producer countries may have to cut output more than the record amount already agreed to tackle an ""unprecedented"" slump in prices, Iranian Oil Minister Bijan Zanganeh was quoted as saying on Wednesday by the ministry's website SHANA.",negative
1657,"Nasdaq Inc  reported higher-than-expected first-quarter profits on Wednesday, benefiting from market volatility fueled by the coronavirus crisis, but the transatlantic exchange operator also warned of uncertainty ahead.",negative
1658,"The euro zone economy is already in its deepest recession on record, according to a Reuters poll of economists, who have stuck to a bleak outlook and worry the downturn might be even worse as coronavirus lockdowns across the bloc take their toll.",negative
1659,AT&T Inc  pulled its financial forecast for the year on Wednesday as the impact of the coronavirus pandemic clouded its view for the foreseeable future.,negative
1660,"Delta Air Lines Inc  said on Wednesday it does not expect air travel to recover for two or three years and is working to halve its cash burn after posting its first quarterly loss in eight years due to the coronavirus pandemic.""We should be prepared for a choppy, sluggish recovery even after the virus is contained,"" Chief Executive Ed Bastian said.",negative
1661,Shares of Expedia Group Inc  rose 9% on Wednesday after a report that the online travel services company was in advanced talks to sell a stake to private-equity firms Silver Lake Partners and Apollo Global Management Inc  for about $1 billion.,positive
1662,"It may take European Union countries until the summer or even longer to agree on how exactly to finance aid to help economies recover from the coronavirus pandemic as major disagreements persist, a bloc official said on Wednesday.",negative
1663,The U.S. housing regulator on Wednesday announced its second step in as many days to help ease the liquidity strain in the mortgage market.,neutral
1664,"Mercedes-Benz is ramping up engine production at its plant in Bad Cannstatt, Stuttgart, this week after Germany eased lockdown measures in a sign Europe's largest economy is getting back to work after the coronavirus brought the country to a standstill.",positive
1665,Shares of American Eagle Outfitters Inc  dropped 14% on Wednesday after the apparel retailer withdrew its full-year forecast and said current-quarter results would be significantly hit by coronavirus-related store closures.,negative
1666,"IKEA, the world’s biggest furniture brand, opened three of its six stores in Israel on Wednesday after the government started to gradually ease its coronavirus lockdown.",positive
1667,"Norwegian Air , the budget carrier that changed the way people travel across the Atlantic, is fighting for survival as the coronavirus pandemic deepens the company's financial straits, forcing it to furlough staff and cancel flights.",negative
1668,Oilfield firm Baker Hughes Co on Wednesday reported a $10 billion first-quarter loss and revenue fell more than expected as an 80% plunge in oil prices crushed demand for services and equipment.,negative
1669,"A handful of mostly southern U.S. states will begin loosening economic restrictions this week in the midst of a still virulent pandemic, providing a live-fire test of whether America's communities can start to reopen without triggering a surge that may force them to close again.",neutral
1670,"Plummeting electricity demand and falling power prices during the coronavirus outbreak could leave EDF  in need of a capital injection by the end of 2020 to avoid a spiralling debt crisis, a source close to the French firm and analysts said.",negative
1671,"A growing body of scientific research linking tyre wear to microplastic pollution, as well as increasing scrutiny from lawmakers in the European Union (EU), has led the $180 billion-a-year tyre industry to fight back.",negative
1672,"Nissan will restart production at its Barcelona factory from May 4 and it will begin piloting safety measures at its British plant with the return of around 50 staff this week, the Japanese carmaker said on Wednesday.",positive
1673,"Global remittances are set to tumble by $142 billion in 2020, the sharpest fall in recent history, the World Bank estimates, as the coronavirus crisis chokes off a cash lifeline for hard-pressed households in poorer countries.",negative
1674,"The European Union is looking at ways to revive its economy after what is expected to be the 27-nation bloc's deepest recession, caused by the coronavirus pandemic.",neutral
1675,"Kimberly-Clark Corp  said on Wednesday sales of tissue and toilet paper rose 13% in the first quarter as consumers stocked up in preparation for the coronavirus pandemic, helping the company beat Wall Street estimates for profit and sales.",positive
1676,"Kone  reported a smaller than expected 10% fall in first-quarter profit on Wednesday, with demand for its elevators and services strong in many countries despite the coronavirus outbreak.",positive
1677,"Out: smoky eyes, red lipstick and fake eyelashes. In: dewy skin, under-eye concealer, moisturized hands.",neutral
1678,"Trading worth billions of dollars has shifted to kitchen tables or bedrooms as traders work through the coronavirus crisis from home, testing patchy fixes to make sure they stick to the rules.",neutral
1679,"As Detroit's automakers shut production in March due to the coronavirus pandemic, South Korea's Hyundai Motor cranked up its factories back home to ship cars to the United States, a move that is proving costly for the world's fifth-largest auto group.",negative
1680,"Already grappling with one of Brazil's most severe outbreaks of the novel coronavirus and a budget deep in the red, Rio de Janeiro state faces a potential threat to its solvency at the hands of investment giants PIMCO and Dodge & Cox.",negative
1681,"Top asset manager BlackRock Inc, which has vowed to put more focus on climate issues, said that companies might give a lower priority to sustainability reports as they struggle with the COVID-19 pandemic.",neutral
1682,"Shoved aside by the coronavirus pandemic, Brexit is set to work its way into the headlines again as a June deadline for extending Britain's 11-month transition period turns currency traders' focus - and selling pressure - back to the pound.",neutral
1683,"The Trump administration on Tuesday gave Chevron Corp , the last major U.S. oil company still operating in Venezuela, until Dec. 1 to ""wind down"" its business in the OPEC member-nation and will allow it to conduct only severely limited operations there until then.",negative
1684,"The South African unit of Toyota  could see its production drop by around 15-20% in 2020, its president and CEO Andrew Kirby said on Wednesday.",negative
1685,State-owned Airports of Thailand Pcl  said on Wednesday it expects the number of passengers passing through its airports to decline by 53% this year due to the outbreak of the new coronavirus.,negative
1686,"The head of Fast Retailing Co , owner of fashion chain Uniqlo, criticised Japan's lack of coronavirus testing in a media interview, joining a chorus of executives questioning Prime Minister Shinzo Abe's handling of the coronavirus crisis.",negative
1687,"Exxon Mobil Corp  kicked off construction on Wednesday of its $10 billion petrochemical complex in south Chinese city Huizhou, state news agency Xinhua reported.",positive
1688,"EU antitrust regulators have resumed their investigation into Boeing's  bid to buy the jetmaking arm of Embraer , with a decision due by Aug. 7, a European Commission filing showed on Wednesday.",neutral
1689,"Equinor's  head of exploration, Tim Dodson, will step down at the end of May in a planned leadership change, the Norwegian oil and gas company said on Wednesday.",neutral
1690,"Troubled fashion retailer Ted Baker  on Wednesday named easyJet  Chairman John Barton as its non-executive chairman, less than a month after appointing Rachel Osborne to the permanent role of chief executive officer.",neutral
1691,"Facebook's local servers in Vietnam were taken offline early this year, slowing local traffic to a crawl until it agreed to significantly increase the censorship of ""anti-state"" posts for local users, two sources at the company told Reuters on Tuesday.",negative
1692,"Private equity and distressed situation specialists Apollo Global Management, Oaktree Capital Management and BGH Capital are among those that have expressed interest in restructuring Virgin Australia Holdings Ltd , five sources said.",neutral
1693,"Global business leaders are preparing for a drawn-out U-shaped recession due to the impact of coronavirus and many fear their companies won't survive the pandemic, a survey of thousands of chief executives showed on Wednesday.",negative
1694,"Netflix Inc  more than doubled its own projections for new customers as quarantined audiences binged on series such as ""Tiger King,"" but the company predicted a weaker second half of the year if stay-at-home orders to fight the coronavirus are lifted.",positive
1695,"The U.S. Senate on Tuesday unanimously approved $484 billion in fresh relief for the U.S. economy and hospitals hammered by the coronavirus pandemic, sending the measure to the House of Representatives for final passage later this week.",positive
1696,"United Airlines Holdings Inc  on Tuesday announced a public offering to raise more than $1 billion, the first major airline to sell equity to help it survive a sharp travel downturn in the coronavirus pandemic.",positive
1697,"Canadian exercise apparel brand Lululemon  issued statements on Tuesday apologizing for, and distancing itself from, a T-shirt design promoted by one of its art directors that triggered outrage and accusations of racism online.",neutral
1698,"Virgin Galactic Holdings Inc  Chairman Chamath Palihapitiya on Tuesday raised $720 million for a new blank-check company, 20% more than its original target, after the coronavirus crisis upended plans last month.",positive
1699,"U.S. President Donald Trump on Tuesday said discussions on additional coronavirus-related aid for state and local governments would start after Congress passes a bill funding more small business loans, hospitals and testing.",positive
